game_id,review_text,rating,helpful,funny,timestamp,playtime,source,cleaned_text,processed_tokens,processed_text,sentiment,predicted_sentiment,sentiment_confidence
1086940,"You are reading this, because you heard of the Game, but you can't just go for it. You heard how awesome it is, but you are still undecided, whether it is something for YOU - because of Turn-based Combat, Character Build planning, DnD mechanics, etc.
Allow me to advise you.

(Very briefly about me: I am a very experienced gamer for more than 2 decades. And I put so many hours and multiple differently aligned playthroughs into this game that I think I've seen most of it.)

Let me address first, what I expect to be the most common concerns:
Game Mechanics & Character Builds.
[tl;dr: Depending on difficulty. Play on normal and you can get around with the lightweight RPG experience. Tactician or Honor and you really have to tinker.]
No way around it. The Game uses DnD mechanics and the choices of classes of your characters are important. Very important. The differences between ""just putting any character together without much thought"" and ""thoroughly theorycrafting"" are *[i]immense[/i]*. You can piece together parties that trivialize the hardest fights, while unlucky picks in character building make you leave even ordinary encounters with sweaty palms and blood pumping in your ears.
In BG3, Character Builds and Class choices are way more vast, flexible and absolutely more influential than in most modern RPGs.
Luckily the game has multiple difficulty levels and is fairly forgiving on lower ones. Below Tactician can you get away with making only the basic RPG work. Just pick a Class for your characters, you think the archetype sounds cool, Mono-Class it all the way and every now and then check newly acquired gear.
And please don't feel bad about playing on a low difficulty. There is nothing wrong with this. It is just a question of your personal taste and what you want out of the game. In the end, it is a game, and you play it for fun. If fun means for you to have challenging tactical combat and you enjoy turn-based strategy, fine, go difficult. If you just want to enjoy an amazing fantasy world, story and a rather lightweight RPG experience without investing too much into the system, just as fine, go lower difficulty.
Most important is that you have fun. This game can serve you well and provides means to tailor it to your preference.
(And just to have it said: Character-Builds aren't fixed. You can respec easily anytime.)

The spell-casting system probably deserves explicit mentioning.
The number of spells in the game is tremendous. Some are essential, some are alright, some are outright encounter-winners on their own, some are complete utter garbage. So when wanting to build a Wizard or Sorcerer, acquiring some basic knowledge may benefit you.

Next up: Turn-based Combat.
Yeah, well, can't help you with that. You have to like it or even be open to it. That's just how it is. Strict turn-based combat. I, personally, love this genre anyway. What I found very great, is how - again - proper character builds influence this. BG3 combat (as is DnD in general) is primarily a game of resource management: ""Action Economy"". You have a limited number of actions, spells, movement, etc. And so has the enemy. You have to utilize your's better then your opponents do. You've got means to increase the amount of actions, you have; or to decrease the enemies'. It's such an entertaining puzzle, you can approach from various angles: Prepare your party well, position yourself before combat starts, or just be a smart tactician.

I think, these are the only things to raise concerns. And truly, and as much as I worship this game, you have to decide for yourself. Not everything is for everyone. If you are totally opposed to turn-based combat or do not want to tinker with puzzling character's abilities together and managing inventory [i]at all[/i], then this might indeed not be the game for you. If you can get at least some enjoyment out of these, and appreciate an otherwise masterfully crafted piece of art, I cannot recommend Baldur's Gate 3 strong enough.

What you will get definitively out of it:
• An overall marvelous high-fantasy experience
• A captivating story, with twists, and gradual reveals. It starts nebulous with you in the middle, unfolds over subsequent stages and leads to a colossal finale. The main story is absolutely worth playing.
• High-value optional side-content. There is a lot of optional content. Story Arcs for companions, alternate villains, side-quests, hidden quests wrapped into other quests leading to different outcomes and more.
• A beautiful and detailed world.
• Worthwhile quests. Every single quest is thoughtfully crafted. Not a single mindless MMO-alike fetch quest. (By-the-way, this also means that you have to be attentive to be able to solve quests. Quests aren't a numb trigger for mind-numbingly slashing some demons at a map-marker, but a little story in themselves.)
• Different solution approaches. Pretty much every single thing allows different ways to solve it. Traversal, getting behind a wall or locked door, encounter by combat or dialogue check, different solutions to quests. Spells, shapeshifting, Mage Hand, Skill-Check, Combat, exploration, stacking crates, ...
• Boss fights are very fun. (I recommend playing on Honor-Mode - or at least the Honor-ruleset on custom difficulty - already for them. They are so much more entertaining with extended abilities, tactics and Legendary Actions.)
• Probably the most impressive thing for last: The Characters. Plenty of Companions, you can recruit, other Camp Followers to gather. For every person, there will be at least one companion to adore, likely more to like. Others, you maybe wouldn't want as a friend in real life, but certainly entertaining to have around in a video game. They are all well fleshed out and most can show significant character development. And they have their own character arcs along to way to pursuit a personal goal.
You think, you are the main character. You can even create your own custom character, and the world treats you as you are the leader and main character. But that's only an immersive tool. Narratively, actually, your companions are the main characters. And that is good. Your companions weave into the world and main story and the entirety of everything makes up one broad, well-crafted, coherent adventure.",1,0,0,1760339406,36687,steam,you are reading this because you heard of the game but you cant just go for it. you heard how awesome it is but you are still undecided whether it is something for you because of turnbased combat character build planning dnd mechanics etc. allow me to advise you. very briefly about me i am a very experienced gamer for more than 2 decades. and i put so many hours and multiple differently aligned playthroughs into this game that i think ive seen most of it. let me address first what i expect to be the most common concerns game mechanics character builds. tldr depending on difficulty. play on normal and you can get around with the lightweight rpg experience. tactician or honor and you really have to tinker. no way around it. the game uses dnd mechanics and the choices of classes of your characters are important. very important. the differences between just putting any character together without much thought and thoroughly theorycrafting are iimmensei. you can piece together parties that trivialize the hardest fights while unlucky picks in character building make you leave even ordinary encounters with sweaty palms and blood pumping in your ears. in bg3 character builds and class choices are way more vast flexible and absolutely more influential than in most modern rpgs. luckily the game has multiple difficulty levels and is fairly forgiving on lower ones. below tactician can you get away with making only the basic rpg work. just pick a class for your characters you think the archetype sounds cool monoclass it all the way and every now and then check newly acquired gear. and please dont feel bad about playing on a low difficulty. there is nothing wrong with this. it is just a question of your personal taste and what you want out of the game. in the end it is a game and you play it for fun. if fun means for you to have challenging tactical combat and you enjoy turnbased strategy fine go difficult. if you just want to enjoy an amazing fantasy world story and a rather lightweight rpg experience without investing too much into the system just as fine go lower difficulty. most important is that you have fun. this game can serve you well and provides means to tailor it to your preference. and just to have it said characterbuilds arent fixed. you can respec easily anytime. the spellcasting system probably deserves explicit mentioning. the number of spells in the game is tremendous. some are essential some are alright some are outright encounterwinners on their own some are complete utter garbage. so when wanting to build a wizard or sorcerer acquiring some basic knowledge may benefit you. next up turnbased combat. yeah well cant help you with that. you have to like it or even be open to it. thats just how it is. strict turnbased combat. i personally love this genre anyway. what i found very great is how again proper character builds influence this. bg3 combat as is dnd in general is primarily a game of resource management action economy. you have a limited number of actions spells movement etc. and so has the enemy. you have to utilize yours better then your opponents do. youve got means to increase the amount of actions you have or to decrease the enemies. its such an entertaining puzzle you can approach from various angles prepare your party well position yourself before combat starts or just be a smart tactician. i think these are the only things to raise concerns. and truly and as much as i worship this game you have to decide for yourself. not everything is for everyone. if you are totally opposed to turnbased combat or do not want to tinker with puzzling characters abilities together and managing inventory iat alli then this might indeed not be the game for you. if you can get at least some enjoyment out of these and appreciate an otherwise masterfully crafted piece of art i cannot recommend baldurs gate 3 strong enough. what you will get definitively out of it an overall marvelous highfantasy experience a captivating story with twists and gradual reveals. it starts nebulous with you in the middle unfolds over subsequent stages and leads to a colossal finale. the main story is absolutely worth playing. highvalue optional sidecontent. there is a lot of optional content. story arcs for companions alternate villains sidequests hidden quests wrapped into other quests leading to different outcomes and more. a beautiful and detailed world. worthwhile quests. every single quest is thoughtfully crafted. not a single mindless mmoalike fetch quest. bytheway this also means that you have to be attentive to be able to solve quests. quests arent a numb trigger for mindnumbingly slashing some demons at a mapmarker but a little story in themselves. different solution approaches. pretty much every single thing allows different ways to solve it. traversal getting behind a wall or locked door encounter by combat or dialogue check different solutions to quests. spells shapeshifting mage hand skillcheck combat exploration stacking crates ... boss fights are very fun. i recommend playing on honormode or at least the honorruleset on custom difficulty already for them. they are so much more entertaining with extended abilities tactics and legendary actions. probably the most impressive thing for last the characters. plenty of companions you can recruit other camp followers to gather. for every person there will be at least one companion to adore likely more to like. others you maybe wouldnt want as a friend in real life but certainly entertaining to have around in a video game. they are all well fleshed out and most can show significant character development. and they have their own character arcs along to way to pursuit a personal goal. you think you are the main character. you can even create your own custom character and the world treats you as you are the leader and main character. but thats only an immersive tool. narratively actually your companions are the main characters. and that is good. your companions weave into the world and main story and the entirety of everything makes up one broad wellcrafted coherent adventure.,"['reading', 'heard', 'cant', 'heard', 'awesome', 'still', 'undecided', 'whether', 'something', 'turnbased', 'combat', 'character', 'build', 'planning', 'dnd', 'mechanic', 'etc', 'allow', 'advise', 'briefly', 'experienced', 'gamer', 'decade', 'put', 'many', 'hour', 'multiple', 'differently', 'aligned', 'playthroughs', 'think', 'ive', 'seen', 'let', 'address', 'first', 'expect', 'common', 'concern', 'mechanic', 'character', 'build', 'tldr', 'depending', 'difficulty', 'normal', 'get', 'around', 'lightweight', 'rpg', 'experience', 'tactician', 'honor', 'really', 'tinker', 'way', 'around', 'us', 'dnd', 'mechanic', 'choice', 'class', 'character', 'important', 'important', 'difference', 'putting', 'character', 'together', 'without', 'much', 'thought', 'thoroughly', 'theorycrafting', 'iimmensei', 'piece', 'together', 'party', 'trivialize', 'hardest', 'fight', 'unlucky', 'pick', 'character', 'building', 'make', 'leave', 'even', 'ordinary', 'encounter', 'sweaty', 'palm', 'blood', 'pumping', 'ear', 'bg3', 'character', 'build', 'class', 'choice', 'way', 'vast', 'flexible', 'absolutely', 'influential', 'modern', 'rpgs', 'luckily', 'multiple', 'difficulty', 'level', 'fairly', 'forgiving', 'lower', 'one', 'tactician', 'get', 'away', 'making', 'basic', 'rpg', 'work', 'pick', 'class', 'character', 'think', 'archetype', 'sound', 'cool', 'monoclass', 'way', 'every', 'check', 'newly', 'acquired', 'gear', 'please', 'dont', 'feel', 'bad', 'low', 'difficulty', 'nothing', 'wrong', 'question', 'personal', 'taste', 'want', 'end', 'fun', 'fun', 'mean', 'challenging', 'tactical', 'combat', 'enjoy', 'turnbased', 'strategy', 'fine', 'difficult', 'want', 'enjoy', 'amazing', 'fantasy', 'world', 'story', 'rather', 'lightweight', 'rpg', 'experience', 'without', 'investing', 'much', 'system', 'fine', 'lower', 'difficulty', 'important', 'fun', 'serve', 'well', 'provides', 'mean', 'tailor', 'preference', 'said', 'characterbuilds', 'arent', 'fixed', 'respec', 'easily', 'anytime', 'spellcasting', 'system', 'probably', 'deserves', 'explicit', 'mentioning', 'number', 'spell', 'tremendous', 'essential', 'alright', 'outright', 'encounterwinners', 'complete', 'utter', 'garbage', 'wanting', 'build', 'wizard', 'sorcerer', 'acquiring', 'basic', 'knowledge', 'may', 'benefit', 'next', 'turnbased', 'combat', 'yeah', 'well', 'cant', 'help', 'like', 'even', 'open', 'thats', 'strict', 'turnbased', 'combat', 'personally', 'love', 'genre', 'anyway', 'found', 'great', 'proper', 'character', 'build', 'influence', 'bg3', 'combat', 'dnd', 'general', 'primarily', 'resource', 'management', 'action', 'economy', 'limited', 'number', 'action', 'spell', 'movement', 'etc', 'enemy', 'utilize', 'better', 'opponent', 'youve', 'got', 'mean', 'increase', 'amount', 'action', 'decrease', 'enemy', 'entertaining', 'puzzle', 'approach', 'various', 'angle', 'prepare', 'party', 'well', 'position', 'combat', 'start', 'smart', 'tactician', 'think', 'thing', 'raise', 'concern', 'truly', 'much', 'worship', 'decide', 'everything', 'everyone', 'totally', 'opposed', 'turnbased', 'combat', 'want', 'tinker', 'puzzling', 'character', 'ability', 'together', 'managing', 'inventory', 'iat', 'alli', 'might', 'indeed', 'get', 'least', 'enjoyment', 'appreciate', 'otherwise', 'masterfully', 'crafted', 'piece', 'art', 'recommend', 'baldurs', 'gate', 'strong', 'enough', 'get', 'definitively', 'overall', 'marvelous', 'highfantasy', 'experience', 'captivating', 'story', 'twist', 'gradual', 'reveals', 'start', 'nebulous', 'middle', 'unfolds', 'subsequent', 'stage', 'lead', 'colossal', 'finale', 'main', 'story', 'absolutely', 'worth', 'highvalue', 'optional', 'sidecontent', 'lot', 'optional', 'content', 'story', 'arc', 'companion', 'alternate', 'villain', 'sidequests', 'hidden', 'quest', 'wrapped', 'quest', 'leading', 'different', 'outcome', 'beautiful', 'detailed', 'world', 'worthwhile', 'quest', 'every', 'single', 'quest', 'thoughtfully', 'crafted', 'single', 'mindless', 'mmoalike', 'fetch', 'quest', 'bytheway', 'also', 'mean', 'attentive', 'able', 'solve', 'quest', 'quest', 'arent', 'numb', 'trigger', 'mindnumbingly', 'slashing', 'demon', 'mapmarker', 'little', 'story', 'different', 'solution', 'approach', 'pretty', 'much', 'every', 'single', 'thing', 'allows', 'different', 'way', 'solve', 'traversal', 'getting', 'behind', 'wall', 'locked', 'door', 'encounter', 'combat', 'dialogue', 'check', 'different', 'solution', 'quest', 'spell', 'shapeshifting', 'mage', 'hand', 'skillcheck', 'combat', 'exploration', 'stacking', 'crate', '...', 'bos', 'fight', 'fun', 'recommend', 'honormode', 'least', 'honorruleset', 'custom', 'difficulty', 'already', 'much', 'entertaining', 'extended', 'ability', 'tactic', 'legendary', 'action', 'probably', 'impressive', 'thing', 'last', 'character', 'plenty', 'companion', 'recruit', 'camp', 'follower', 'gather', 'every', 'person', 'least', 'one', 'companion', 'adore', 'likely', 'like', 'others', 'maybe', 'wouldnt', 'want', 'friend', 'real', 'life', 'certainly', 'entertaining', 'around', 'video', 'well', 'fleshed', 'show', 'significant', 'character', 'development', 'character', 'arc', 'along', 'way', 'pursuit', 'personal', 'goal', 'think', 'main', 'character', 'even', 'create', 'custom', 'character', 'world', 'treat', 'leader', 'main', 'character', 'thats', 'immersive', 'tool', 'narratively', 'actually', 'companion', 'main', 'character', 'good', 'companion', 'weave', 'world', 'main', 'story', 'entirety', 'everything', 'make', 'one', 'broad', 'wellcrafted', 'coherent', 'adventure']",reading heard cant heard awesome still undecided whether something turnbased combat character build planning dnd mechanic etc allow advise briefly experienced gamer decade put many hour multiple differently aligned playthroughs think ive seen let address first expect common concern mechanic character build tldr depending difficulty normal get around lightweight rpg experience tactician honor really tinker way around us dnd mechanic choice class character important important difference putting character together without much thought thoroughly theorycrafting iimmensei piece together party trivialize hardest fight unlucky pick character building make leave even ordinary encounter sweaty palm blood pumping ear bg3 character build class choice way vast flexible absolutely influential modern rpgs luckily multiple difficulty level fairly forgiving lower one tactician get away making basic rpg work pick class character think archetype sound cool monoclass way every check newly acquired gear please dont feel bad low difficulty nothing wrong question personal taste want end fun fun mean challenging tactical combat enjoy turnbased strategy fine difficult want enjoy amazing fantasy world story rather lightweight rpg experience without investing much system fine lower difficulty important fun serve well provides mean tailor preference said characterbuilds arent fixed respec easily anytime spellcasting system probably deserves explicit mentioning number spell tremendous essential alright outright encounterwinners complete utter garbage wanting build wizard sorcerer acquiring basic knowledge may benefit next turnbased combat yeah well cant help like even open thats strict turnbased combat personally love genre anyway found great proper character build influence bg3 combat dnd general primarily resource management action economy limited number action spell movement etc enemy utilize better opponent youve got mean increase amount action decrease enemy entertaining puzzle approach various angle prepare party well position combat start smart tactician think thing raise concern truly much worship decide everything everyone totally opposed turnbased combat want tinker puzzling character ability together managing inventory iat alli might indeed get least enjoyment appreciate otherwise masterfully crafted piece art recommend baldurs gate strong enough get definitively overall marvelous highfantasy experience captivating story twist gradual reveals start nebulous middle unfolds subsequent stage lead colossal finale main story absolutely worth highvalue optional sidecontent lot optional content story arc companion alternate villain sidequests hidden quest wrapped quest leading different outcome beautiful detailed world worthwhile quest every single quest thoughtfully crafted single mindless mmoalike fetch quest bytheway also mean attentive able solve quest quest arent numb trigger mindnumbingly slashing demon mapmarker little story different solution approach pretty much every single thing allows different way solve traversal getting behind wall locked door encounter combat dialogue check different solution quest spell shapeshifting mage hand skillcheck combat exploration stacking crate ... bos fight fun recommend honormode least honorruleset custom difficulty already much entertaining extended ability tactic legendary action probably impressive thing last character plenty companion recruit camp follower gather every person least one companion adore likely like others maybe wouldnt want friend real life certainly entertaining around video well fleshed show significant character development character arc along way pursuit personal goal think main character even create custom character world treat leader main character thats immersive tool narratively actually companion main character good companion weave world main story entirety everything make one broad wellcrafted coherent adventure,positive,positive,0.34
1086940,I've played this game time and time again and it never fails to impress and entertain me!!!,1,0,0,1760338324,9627,steam,ive played this game time and time again and it never fails to impress and entertain me!!!,"['ive', 'time', 'time', 'never', 'fails', 'impress', 'entertain']",ive time time never fails impress entertain,positive,positive,0.34
1086940,Lazel..,1,0,0,1760337011,8309,steam,lazel..,['lazel'],lazel,positive,positive,0.34
1086940,Just the best game ever made. No big deal.,1,0,0,1760336536,20139,steam,just the best game ever made. no big deal.,"['best', 'ever', 'made', 'big', 'deal']",best ever made big deal,positive,positive,0.34
1086940,I have 1300+ hours on the console and just bought it for the PC! This game is my life.,1,0,0,1760336531,929,steam,i have 1300 hours on the console and just bought it for the pc! this game is my life.,"['1300', 'hour', 'console', 'bought', 'life']",1300 hour console bought life,positive,positive,0.34
1086940,"3 Hours on record. 

I can already tell this game is about to HIT.",1,0,0,1760335686,229,steam,3 hours on record. i can already tell this game is about to hit.,"['hour', 'record', 'already', 'tell', 'hit']",hour record already tell hit,positive,positive,0.34
1086940,mods for days on nexus,1,0,0,1760332123,6109,steam,mods for days on nexus,"['mod', 'day', 'nexus']",mod day nexus,positive,positive,0.34
1086940,I LOVE THIS!!!!,1,0,0,1760330074,2991,steam,i love this!!!!,['love'],love,positive,positive,0.34
1086940,just buy the game dog,1,0,0,1760329340,29675,steam,just buy the game dog,"['buy', 'dog']",buy dog,positive,positive,0.34
1086940,ohh my goddddd,1,0,0,1760328732,3532,steam,ohh my goddddd,"['ohh', 'goddddd']",ohh goddddd,positive,positive,0.34
1086940,i'm rotting.,0,0,0,1760328146,41327,steam,im rotting.,['rotting'],rotting,negative,negative,0.34
1086940,first time playing a game like this and it's been really good and easy to learn and has replayability,1,0,0,1760327948,14336,steam,first time playing a game like this and its been really good and easy to learn and has replayability,"['first', 'time', 'like', 'really', 'good', 'easy', 'learn', 'replayability']",first time like really good easy learn replayability,positive,positive,0.34
1086940,"Uh, Yeah I'd recommend this game.

Unless you have literally 0 patience, then this might be a pass.

But like, that might be like 1 in a million.

Why are you reading my poorly written review!?!?? 
BUY THIS GAME!!",1,0,0,1760326685,4234,steam,uh yeah id recommend this game. unless you have literally 0 patience then this might be a pass. but like that might be like 1 in a million. why are you reading my poorly written review!?!?? buy this game!!,"['yeah', 'recommend', 'unless', 'literally', 'patience', 'might', 'pas', 'like', 'might', 'like', 'million', 'reading', 'poorly', 'written', 'buy']",yeah recommend unless literally patience might pas like might like million reading poorly written buy,positive,positive,0.34
1086940,Very fun game,1,0,0,1760326008,2822,steam,very fun game,['fun'],fun,positive,positive,0.34
1086940,"sassy wizard, sexy vampire, 10/10",1,0,0,1760325000,2079,steam,sassy wizard sexy vampire 1010,"['sassy', 'wizard', 'sexy', 'vampire', '1010']",sassy wizard sexy vampire 1010,positive,positive,0.34
1086940,Too laggy and complicated but I appreciate it,0,0,0,1760324488,631,steam,too laggy and complicated but i appreciate it,"['laggy', 'complicated', 'appreciate']",laggy complicated appreciate,negative,negative,0.34
1086940,10/10,1,0,0,1760323841,21975,steam,1010,['1010'],1010,positive,positive,0.34
1086940,The best game ever.,1,0,0,1760323325,38730,steam,the best game ever.,"['best', 'ever']",best ever,positive,positive,0.34
1086940,"I love this game. I am not much for the tabletop game of D&D. But when I saw the game play, and some of the clips of the cut scenes and conversations, I bought it during Early Access. I love it.",1,0,0,1760322490,124024,steam,i love this game. i am not much for the tabletop game of dd. but when i saw the game play and some of the clips of the cut scenes and conversations i bought it during early access. i love it.,"['love', 'much', 'tabletop', 'saw', 'clip', 'cut', 'scene', 'conversation', 'bought', 'early', 'access', 'love']",love much tabletop saw clip cut scene conversation bought early access love,positive,positive,0.34
1086940,Bhaalsack,1,0,1,1760321635,14139,steam,bhaalsack,['bhaalsack'],bhaalsack,positive,positive,0.34
1086940,probably the best game ive ever played,1,0,0,1760321617,5021,steam,probably the best game ive ever played,"['probably', 'best', 'ive', 'ever']",probably best ive ever,positive,positive,0.34
1086940,amazing game! love that there are so many different way to solve a problem or end a fight.,1,0,0,1760319862,25364,steam,amazing game! love that there are so many different way to solve a problem or end a fight.,"['amazing', 'love', 'many', 'different', 'way', 'solve', 'problem', 'end', 'fight']",amazing love many different way solve problem end fight,positive,positive,0.34
1086940,"I've never finished this game and i never will, i haven't seen none of the thousands of endings you can unlock (i guess i just couldn't decipher the end game difficulty). And still it is a blast, the story is really good and the gameplay is awesome. i wish i could have finshed it.",1,0,0,1760318979,12460,steam,ive never finished this game and i never will i havent seen none of the thousands of endings you can unlock i guess i just couldnt decipher the end game difficulty. and still it is a blast the story is really good and the gameplay is awesome. i wish i could have finshed it.,"['ive', 'never', 'finished', 'never', 'havent', 'seen', 'none', 'thousand', 'ending', 'unlock', 'guess', 'couldnt', 'decipher', 'end', 'difficulty', 'still', 'blast', 'story', 'really', 'good', 'gameplay', 'awesome', 'wish', 'could', 'finshed']",ive never finished never havent seen none thousand ending unlock guess couldnt decipher end difficulty still blast story really good gameplay awesome wish could finshed,positive,positive,0.34
1086940,ily Gale <3,1,0,0,1760318601,11192,steam,ily gale 3,"['ily', 'gale']",ily gale,positive,positive,0.34
1086940,Perfect story and amazing visuals. The voice acting is one of the best in video games.,1,0,0,1760318017,6708,steam,perfect story and amazing visuals. the voice acting is one of the best in video games.,"['perfect', 'story', 'amazing', 'visuals', 'voice', 'acting', 'one', 'best', 'video']",perfect story amazing visuals voice acting one best video,positive,positive,0.34
1086940,Good game to long ngl.,1,0,0,1760316996,14403,steam,good game to long ngl.,"['good', 'long', 'ngl']",good long ngl,positive,positive,0.34
1086940,"Don't mind my playtime. I think I have around 100 hours played total. This game, and the Divinity series are fantastic. I remember feeling somewhat overwhelmed when starting because of how complex some of the systems are in this game, but honestly, the game does a great job of walking people through the systems even without knowing anything about D&D. If you are a fan of RPG's and choice in a video game, you will love this. I found myself in many hilarious situations, and many that I was unsure of how to proceed. It's much more interesting if you don't load save files when something happens you don't like. I recommend normal mode for anyone that hasn't played before unless you are a veteran of these type of games because this shit is actually hard.

Buy the game if you like roleplaying games. It's a must have. Check out the Divinity series too if you like this. Those games are great too. Larian is just good at what they do.",1,0,0,1760316730,434,steam,dont mind my playtime. i think i have around 100 hours played total. this game and the divinity series are fantastic. i remember feeling somewhat overwhelmed when starting because of how complex some of the systems are in this game but honestly the game does a great job of walking people through the systems even without knowing anything about dd. if you are a fan of rpgs and choice in a video game you will love this. i found myself in many hilarious situations and many that i was unsure of how to proceed. its much more interesting if you dont load save files when something happens you dont like. i recommend normal mode for anyone that hasnt played before unless you are a veteran of these type of games because this shit is actually hard. buy the game if you like roleplaying games. its a must have. check out the divinity series too if you like this. those games are great too. larian is just good at what they do.,"['dont', 'mind', 'playtime', 'think', 'around', '100', 'hour', 'total', 'divinity', 'series', 'fantastic', 'remember', 'feeling', 'somewhat', 'overwhelmed', 'starting', 'complex', 'system', 'honestly', 'great', 'job', 'walking', 'people', 'system', 'even', 'without', 'knowing', 'anything', 'fan', 'rpgs', 'choice', 'video', 'love', 'found', 'many', 'hilarious', 'situation', 'many', 'unsure', 'proceed', 'much', 'interesting', 'dont', 'load', 'save', 'file', 'something', 'happens', 'dont', 'like', 'recommend', 'normal', 'mode', 'anyone', 'hasnt', 'unless', 'veteran', 'type', 'shit', 'actually', 'hard', 'buy', 'like', 'roleplaying', 'must', 'check', 'divinity', 'series', 'like', 'great', 'larian', 'good']",dont mind playtime think around 100 hour total divinity series fantastic remember feeling somewhat overwhelmed starting complex system honestly great job walking people system even without knowing anything fan rpgs choice video love found many hilarious situation many unsure proceed much interesting dont load save file something happens dont like recommend normal mode anyone hasnt unless veteran type shit actually hard buy like roleplaying must check divinity series like great larian good,positive,positive,0.34
1086940,multiplayer is annoying as fuck because it disconnects all the time but the game is fun,1,1,0,1760316216,623,steam,multiplayer is annoying as fuck because it disconnects all the time but the game is fun,"['multiplayer', 'annoying', 'fuck', 'disconnect', 'time', 'fun']",multiplayer annoying fuck disconnect time fun,positive,positive,0.34
1086940,"I fell in love with this game HARD. While it is a little overwhelming at first, everything clicks once you get into the groove and the world completely opens up to you. As a disclaimer: I did play a decent amount of DnD 5e, the roleplaying system this game uses, in high school.",1,0,0,1760315393,12132,steam,i fell in love with this game hard. while it is a little overwhelming at first everything clicks once you get into the groove and the world completely opens up to you. as a disclaimer i did play a decent amount of dnd 5e the roleplaying system this game uses in high school.,"['fell', 'love', 'hard', 'little', 'overwhelming', 'first', 'everything', 'click', 'get', 'groove', 'world', 'completely', 'open', 'disclaimer', 'decent', 'amount', 'dnd', 'roleplaying', 'system', 'us', 'high', 'school']",fell love hard little overwhelming first everything click get groove world completely open disclaimer decent amount dnd roleplaying system us high school,positive,positive,0.34
